X,Y,Means,Confidence
380,90,0.53672,0
390,90,0.53487,0
400,90,0.54249,0
410,90,0.55962,0
420,90,0.58546,0
430,90,0.61846,0
440,90,0.65643,0
450,90,0.69676,0
460,90,0.73672,0
470,90,0.77375,0
480,90,0.80568,0
490,90,0.83098,0
500,90,0.8488,0
510,90,0.85894,0
520,90,0.86163,0
530,90,0.85735,0
540,90,0.84655,0
550,90,0.82948,0
560,90,0.80617,0
570,90,0.77642,0
580,90,0.74004,0
590,90,0.69702,0
600,90,0.64767,0
610,90,0.59274,0
620,90,0.53321,0
630,90,0.46999,0
640,90,0.40381,0
650,90,0.33582,0
660,90,0.2687,0
50,100,0.10559,0
60,100,0.13336,0
70,100,0.1559,0
80,100,0.17359,0
90,100,0.18847,0
100,100,0.2025,0
110,100,0.21681,0
120,100,0.23184,0
130,100,0.24775,0
140,100,0.26475,0
150,100,0.28321,0
160,100,0.30365,0
170,100,0.32666,0
180,100,0.35281,0
190,100,0.38245,0
200,100,0.4156,0
210,100,0.45176,0
220,100,0.48995,0
230,100,0.5287,0
240,100,0.56621,0
250,100,0.6005,0
260,100,0.62969,0
270,100,0.65216,0
280,100,0.66678,0
290,100,0.673,0
300,100,0.67094,0
310,100,0.66136,0
320,100,0.64565,0
330,100,0.6257,0
340,100,0.60377,0
350,100,0.58234,0
360,100,0.56391,0
370,100,0.5508,0
380,100,0.54493,0
390,100,0.54768,0
400,100,0.55972,0
410,100,0.58094,0
420,100,0.61045,0
430,100,0.64664,0
440,100,0.68734,0
450,100,0.73002,0
460,100,0.77204,0
470,100,0.81097,0
480,100,0.84479,0
490,100,0.87209,0
500,100,0.89211,0
510,100,0.90468,0
520,100,0.91002,0
530,100,0.90854,0
540,100,0.90054,0
550,100,0.88608,0
560,100,0.86495,0
570,100,0.83674,0
580,100,0.80103,0
590,100,0.75763,0
600,100,0.70679,0
610,100,0.64921,0
620,100,0.58591,0
630,100,0.51784,0
640,100,0.44574,0
650,100,0.37087,0
660,100,0.29641,0
50,110,0.13293,0
60,110,0.16587,0
70,110,0.19199,0
80,110,0.21169,0
90,110,0.2276,0
100,110,0.2422,0
110,110,0.25684,0
120,110,0.27192,0
130,110,0.28748,0
140,110,0.30354,0
150,110,0.32033,0
160,110,0.33828,0
170,110,0.35797,0
180,110,0.37999,0
190,110,0.40479,0
200,110,0.43253,0
210,110,0.46288,0
220,110,0.49505,0
230,110,0.52778,0
240,110,0.55945,0
250,110,0.58832,0
260,110,0.61267,0
270,110,0.63107,0
280,110,0.64257,0
290,110,0.64674,0
300,110,0.6438,0
310,110,0.63457,0
320,110,0.62044,0
330,110,0.60322,0
340,110,0.58507,0
350,110,0.56828,0
360,110,0.55513,0
370,110,0.54769,0
380,110,0.54763,0
390,110,0.55606,0
400,110,0.57343,0
410,110,0.59945,0
420,110,0.6331,0
430,110,0.67271,0
440,110,0.7161,0
450,110,0.7608,0
460,110,0.80432,0
470,110,0.84438,0
480,110,0.87915,0
490,110,0.90741,0
500,110,0.92855,0
510,110,0.9425,0
520,110,0.94955,0
530,110,0.95006,0
540,110,0.94426,0
550,110,0.93207,0
560,110,0.91308,0
570,110,0.88663,0
580,110,0.85207,0
590,110,0.80903,0
600,110,0.75757,0
610,110,0.69834,0
620,110,0.63231,0
630,110,0.56039,0
640,110,0.48329,0
650,110,0.40236,0
660,110,0.32122,0
50,120,0.16146,0
60,120,0.20025,0
70,120,0.23052,0
80,120,0.25271,0
90,120,0.27005,0
100,120,0.28558,0
110,120,0.30084,0
120,120,0.31619,0
130,120,0.33145,0
140,120,0.34644,0
150,120,0.36121,0
160,120,0.37607,0
170,120,0.39157,0
180,120,0.40837,0
190,120,0.42704,0
200,120,0.44792,0
210,120,0.47095,0
220,120,0.49558,0
230,120,0.52084,0
240,120,0.54541,0
250,120,0.56777,0
260,120,0.58648,0
270,120,0.60031,0
280,120,0.60845,0
290,120,0.61061,0
300,120,0.60708,0
310,120,0.59868,0
320,120,0.58674,0
330,120,0.57299,0
340,120,0.5594,0
350,120,0.54807,0
360,120,0.54102,0
370,120,0.54004,0
380,120,0.54651,0
390,120,0.56129,0
400,120,0.58454,0
410,120,0.61578,0
420,120,0.65381,0
430,120,0.69686,0
440,120,0.74274,0
450,120,0.78903,0
460,120,0.83338,0
470,120,0.87368,0
480,120,0.90834,0
490,120,0.93636,0
500,120,0.95735,0
510,120,0.97143,0
520,120,0.97899,0
530,120,0.98047,0
540,120,0.97607,0
550,120,0.9656,0
560,120,0.94849,0
570,120,0.92388,0
580,120,0.89087,0
590,120,0.84885,0
600,120,0.79769,0
610,120,0.73788,0
620,120,0.67028,0
630,120,0.59571,0
640,120,0.51478,0
650,120,0.4289,0
660,120,0.34208,0
50,130,0.19024,0
60,130,0.23539,0
70,130,0.27035,0
80,130,0.29558,0
90,130,0.31488,0
100,130,0.33184,0
110,130,0.34819,0
120,130,0.36418,0
130,130,0.37938,0
140,130,0.39336,0
150,130,0.40595,0
160,130,0.41733,0
170,130,0.42803,0
180,130,0.43877,0
190,130,0.4503,0
200,130,0.46321,0
210,130,0.47773,0
220,130,0.49367,0
230,130,0.5104,0
240,130,0.52692,0
250,130,0.54205,0
260,130,0.5546,0
270,130,0.56355,0
280,130,0.56825,0
290,130,0.5685,0
300,130,0.5646,0
310,130,0.55735,0
320,130,0.548,0
330,130,0.53813,0
340,130,0.52951,0
350,130,0.52401,0
360,130,0.5234,0
370,130,0.52919,0
380,130,0.54246,0
390,130,0.56378,0
400,130,0.59305,0
410,130,0.62953,0
420,130,0.67183,0
430,130,0.71806,0
440,130,0.76597,0
450,130,0.81321,0
460,130,0.85754,0
470,130,0.89707,0
480,130,0.93046,0
490,130,0.95698,0
500,130,0.97652,0
510,130,0.98943,0
520,130,0.99632,0
530,130,0.99771,0
540,130,0.99385,0
550,130,0.98451,0
560,130,0.969,0
570,130,0.94625,0
580,130,0.91515,0
590,130,0.8748,0
600,130,0.82486,0
610,130,0.76559,0
620,130,0.6977,0
630,130,0.62183,0
640,130,0.53849,0
650,130,0.44907,0
660,130,0.35794,0
50,140,0.21799,0
60,140,0.26978,0
70,140,0.30984,0
80,140,0.33865,0
90,140,0.36055,0
100,140,0.37958,0
110,140,0.39763,0
120,140,0.41478,0
130,140,0.43033,0
140,140,0.44354,0
150,140,0.454,0
160,140,0.46175,0
170,140,0.4673,0
180,140,0.47146,0
190,140,0.4752,0
200,140,0.47938,0
210,140,0.48461,0
220,140,0.49109,0
230,140,0.49858,0
240,140,0.5065,0
250,140,0.51397,0
260,140,0.52008,0
270,140,0.52403,0
280,140,0.52529,0
290,140,0.52372,0
300,140,0.5196,0
310,140,0.51367,0
320,140,0.50705,0
330,140,0.50113,0
340,140,0.4975,0
350,140,0.4978,0
360,140,0.50353,0
370,140,0.51593,0
380,140,0.53579,0
390,140,0.56339,0
400,140,0.59836,0
410,140,0.63968,0
420,140,0.68577,0
430,140,0.73459,0
440,140,0.78383,0
450,140,0.83118,0
460,140,0.87453,0
470,140,0.91221,0
480,140,0.94317,0
490,140,0.96699,0
500,140,0.98388,0
510,140,0.99449,0
520,140,0.99962,0
530,140,1,0
540,140,0.99593,0
550,140,0.9872,0
560,140,0.973,0
570,140,0.95213,0
580,140,0.92323,0
590,140,0.88517,0
600,140,0.83731,0
610,140,0.77969,0
620,140,0.7128,0
630,140,0.63709,0
640,140,0.55291,0
650,140,0.46162,0
660,140,0.36784,0
50,150,0.24325,0
60,150,0.30158,0
70,150,0.34697,0
80,150,0.37984,0
90,150,0.40496,0
100,150,0.42677,0
110,150,0.4472,0
120,150,0.46613,0
130,150,0.48255,0
140,150,0.49539,0
150,150,0.50399,0
160,150,0.50824,0
170,150,0.5086,0
180,150,0.50602,0
190,150,0.50169,0
200,150,0.49681,0
210,150,0.49239,0
220,150,0.48906,0
230,150,0.48704,0
240,150,0.48612,0
250,150,0.4858,0
260,150,0.48543,0
270,150,0.48441,0
280,150,0.4823,0
290,150,0.47898,0
300,150,0.47469,0
310,150,0.47006,0
320,150,0.46605,0
330,150,0.46388,0
340,150,0.46493,0
350,150,0.47061,0
360,150,0.48216,0
370,150,0.50058,0
380,150,0.52638,0
390,150,0.55957,0
400,150,0.59949,0
410,150,0.64488,0
420,150,0.69394,0
430,150,0.74448,0
440,150,0.79414,0
450,150,0.84063,0
460,150,0.88201,0
470,150,0.91683,0
480,150,0.94434,0
490,150,0.96447,0
500,150,0.97777,0
510,150,0.98517,0
520,150,0.98776,0
530,150,0.98641,0
540,150,0.98157,0
550,150,0.97301,0
560,150,0.9599,0
570,150,0.94088,0
580,150,0.91441,0
590,150,0.8791,0
600,150,0.83408,0
610,150,0.77911,0
620,150,0.71445,0
630,150,0.64035,0
640,150,0.55697,0
650,150,0.46562,0
660,150,0.37106,0
50,160,0.26445,0
60,160,0.32881,0
70,160,0.37945,0
80,160,0.41669,0
90,160,0.44559,0
100,160,0.47083,0
110,160,0.49431,0
120,160,0.51567,0
130,160,0.53355,0
140,160,0.54655,0
150,160,0.55372,0
160,160,0.55482,0
170,160,0.55029,0
180,160,0.54118,0
190,160,0.52894,0
200,160,0.51511,0
210,160,0.50112,0
220,160,0.48808,0
230,160,0.47665,0
240,160,0.46703,0
250,160,0.45908,0
260,160,0.45241,0
270,160,0.44658,0
280,160,0.44122,0
290,160,0.4362,0
300,160,0.43169,0
310,160,0.42819,0
320,160,0.42649,0
330,160,0.42761,0
340,160,0.43274,0
350,160,0.44305,0
360,160,0.45958,0
370,160,0.48307,0
380,160,0.5138,0
390,160,0.5515,0
400,160,0.59529,0
410,160,0.64365,0
420,160,0.69459,0
430,160,0.74579,0
440,160,0.79484,0
450,160,0.83951,0
460,160,0.87801,0
470,160,0.90914,0
480,160,0.93245,0
490,160,0.94822,0
500,160,0.95732,0
510,160,0.96099,0
520,160,0.96055,0
530,160,0.95707,0
540,160,0.95108,0
550,160,0.94241,0
560,160,0.93018,0
570,160,0.91295,0
580,160,0.88901,0
590,160,0.8568,0
600,160,0.81517,0
610,160,0.76367,0
620,160,0.70231,0
630,160,0.63114,0
640,160,0.55017,0
650,160,0.46061,0
660,160,0.36725,0
50,170,0.28011,0
60,170,0.34957,0
70,170,0.40502,0
80,170,0.44668,0
90,170,0.47973,0
100,170,0.5089,0
110,170,0.53597,0
120,170,0.5603,0
130,170,0.58019,0
140,170,0.59389,0
150,170,0.60022,0
160,170,0.59874,0
170,170,0.58989,0
180,170,0.57483,0
190,170,0.55524,0
200,170,0.53302,0
210,170,0.51003,0
220,170,0.48782,0
230,170,0.46749,0
240,170,0.44967,0
250,170,0.43453,0
260,170,0.42194,0
270,170,0.41157,0
280,170,0.40314,0
290,170,0.39648,0
300,170,0.39165,0
310,170,0.38899,0
320,170,0.38913,0
330,170,0.39292,0
340,170,0.40131,0
350,170,0.4153,0
360,170,0.43571,0
370,170,0.46307,0
380,170,0.49745,0
390,170,0.53835,0
400,170,0.58465,0
410,170,0.63467,0
420,170,0.68624,0
430,170,0.73694,0
440,170,0.78436,0
450,170,0.82633,0
460,170,0.86123,0
470,170,0.88811,0
480,170,0.90682,0
490,170,0.91794,0
500,170,0.92265,0
510,170,0.92246,0
520,170,0.91889,0
530,170,0.91316,0
540,170,0.90588,0
550,170,0.89693,0
560,170,0.88542,0
570,170,0.86986,0
580,170,0.84844,0
590,170,0.81944,0
600,170,0.78155,0
610,170,0.7341,0
620,170,0.67688,0
630,170,0.60977,0
640,170,0.53266,0
650,170,0.44665,0
660,170,0.3564,0
50,180,0.28902,0
60,180,0.36219,0
70,180,0.42165,0
80,180,0.46745,0
90,180,0.5047,0
100,180,0.53801,0
110,180,0.56896,0
120,180,0.5966,0
130,180,0.6189,0
140,180,0.63382,0
150,180,0.6399,0
160,180,0.63657,0
170,180,0.62423,0
180,180,0.60413,0
190,180,0.57816,0
200,180,0.54855,0
210,180,0.51755,0
220,180,0.48714,0
230,180,0.45883,0
240,180,0.43364,0
250,180,0.41203,0
260,180,0.3941,0
270,180,0.37964,0
280,180,0.3684,0
290,180,0.36015,0
300,180,0.35486,0
310,180,0.35272,0
320,180,0.35418,0
330,180,0.35989,0
340,180,0.37065,0
350,180,0.38723,0
360,180,0.4103,0
370,180,0.44018,0
380,180,0.47676,0
390,180,0.51938,0
400,180,0.56673,0
410,180,0.61699,0
420,180,0.66789,0
430,180,0.71696,0
440,180,0.76181,0
450,180,0.80038,0
460,180,0.83122,0
470,180,0.85363,0
480,180,0.8677,0
490,180,0.87431,0
500,180,0.87486,0
510,180,0.87107,0
520,180,0.8646,0
530,180,0.85676,0
540,180,0.84825,0
550,180,0.83897,0
560,180,0.82805,0
570,180,0.81398,0
580,180,0.79494,0
590,180,0.7691,0
600,180,0.73505,0
610,180,0.69196,0
620,180,0.63946,0
630,180,0.5773,0
640,180,0.50525,0
650,180,0.42433,0
660,180,0.33895,0
50,190,0.29029,0
60,190,0.36542,0
70,190,0.42767,0
80,190,0.47692,0
90,190,0.51803,0
100,190,0.55531,0
110,190,0.59004,0
120,190,0.621,0
130,190,0.64586,0
140,190,0.66233,0
150,190,0.66872,0
160,190,0.66433,0
170,190,0.6495,0
180,190,0.62555,0
190,190,0.59454,0
200,190,0.55896,0
210,190,0.52139,0
220,190,0.48417,0
230,190,0.44921,0
240,190,0.41782,0
250,190,0.39076,0
260,190,0.36829,0
270,190,0.35034,0
280,190,0.33665,0
290,190,0.32695,0
300,190,0.32111,0
310,190,0.31916,0
320,190,0.3214,0
330,190,0.3283,0
340,190,0.34048,0
350,190,0.35855,0
360,190,0.383,0
370,190,0.41401,0
380,190,0.45133,0
390,190,0.49414,0
400,190,0.54106,0
410,190,0.59015,0
420,190,0.63913,0
430,190,0.68553,0
440,190,0.72704,0
450,190,0.76174,0
460,190,0.78835,0
470,190,0.80639,0
480,190,0.81618,0
490,190,0.81877,0
500,190,0.81576,0
510,190,0.80895,0
520,190,0.8001,0
530,190,0.79055,0
540,190,0.78103,0
550,190,0.77147,0
560,190,0.76102,0
570,190,0.74824,0
580,190,0.73131,0
590,190,0.70842,0
600,190,0.67811,0
610,190,0.63945,0
620,190,0.59199,0
630,190,0.53537,0
640,190,0.46931,0
650,190,0.39472,0
660,190,0.31568,0
50,200,0.28329,0
60,200,0.35826,0
70,200,0.42165,0
80,200,0.47317,0
90,200,0.51726,0
100,200,0.55778,0
110,200,0.59568,0
120,200,0.62949,0
130,200,0.65666,0
140,200,0.67472,0
150,200,0.68183,0
160,200,0.67716,0
170,200,0.66098,0
180,200,0.63463,0
190,200,0.60028,0
200,200,0.56058,0
210,200,0.51836,0
220,200,0.47623,0
230,200,0.43637,0
240,200,0.40038,0
250,200,0.36923,0
260,200,0.34334,0
270,200,0.3227,0
280,200,0.30709,0
290,200,0.2962,0
300,200,0.28979,0
310,200,0.28779,0
320,200,0.29032,0
330,200,0.29771,0
340,200,0.31042,0
350,200,0.32891,0
360,200,0.35352,0
370,200,0.38431,0
380,200,0.42092,0
390,200,0.46245,0
400,200,0.50748,0
410,200,0.55407,0
420,200,0.59998,0
430,200,0.64282,0
440,200,0.68042,0
450,200,0.71101,0
460,200,0.73351,0
470,200,0.74759,0
480,200,0.75374,0
490,200,0.75314,0
500,200,0.74744,0
510,200,0.73847,0
520,200,0.72798,0
530,200,0.71729,0
540,200,0.70711,0
550,200,0.69738,0
560,200,0.68734,0
570,200,0.67561,0
580,200,0.66047,0
590,200,0.6402,0
600,200,0.61337,0
610,200,0.57903,0
620,200,0.53668,0
630,200,0.48593,0
640,200,0.42649,0
650,200,0.35915,0
660,200,0.28759,0
50,210,0.26739,0
60,210,0.33965,0
70,210,0.40198,0
80,210,0.45397,0
90,210,0.49947,0
100,210,0.54179,0
110,210,0.58153,0
120,210,0.61704,0
130,210,0.64571,0
140,210,0.66497,0
150,210,0.67292,0
160,210,0.66865,0
170,210,0.65236,0
180,210,0.62535,0
190,210,0.58979,0
200,210,0.54838,0
210,210,0.50403,0
220,210,0.45951,0
230,210,0.41716,0
240,210,0.37872,0
250,210,0.34532,0
260,210,0.3175,0
270,210,0.29532,0
280,210,0.27859,0
290,210,0.26696,0
300,210,0.26013,0
310,210,0.25794,0
320,210,0.26039,0
330,210,0.26768,0
340,210,0.28011,0
350,210,0.29802,0
360,210,0.32162,0
370,210,0.35089,0
380,210,0.38539,0
390,210,0.42422,0
400,210,0.46597,0
410,210,0.5088,0
420,210,0.55058,0
430,210,0.5891,0
440,210,0.62237,0
450,210,0.64882,0
460,210,0.66752,0
470,210,0.67831,0
480,210,0.68174,0
490,210,0.67901,0
500,210,0.67173,0
510,210,0.66167,0
520,210,0.65044,0
530,210,0.63931,0
540,210,0.62891,0
550,210,0.61922,0
560,210,0.60953,0
570,210,0.59862,0
580,210,0.58492,0
590,210,0.56688,0
600,210,0.54317,0
610,210,0.51291,0
620,210,0.47559,0
630,210,0.43083,0
640,210,0.37838,0
650,210,0.31893,0
660,210,0.25566,0
50,220,0.24193,0
60,220,0.30846,0
70,220,0.36693,0
80,220,0.41687,0
90,220,0.46142,0
100,220,0.50324,0
110,220,0.54263,0
120,220,0.5779,0
130,220,0.60653,0
140,220,0.62605,0
150,220,0.63461,0
160,220,0.63128,0
170,220,0.61621,0
180,220,0.59058,0
190,220,0.55642,0
200,220,0.51632,0
210,220,0.4731,0
220,220,0.42946,0
230,220,0.38773,0
240,220,0.34969,0
250,220,0.3165,0
260,220,0.28875,0
270,220,0.2666,0
280,220,0.24985,0
290,220,0.2382,0
300,220,0.23131,0
310,220,0.22897,0
320,220,0.2311,0
330,220,0.23779,0
340,220,0.24923,0
350,220,0.26565,0
360,220,0.28716,0
370,220,0.31366,0
380,220,0.34471,0
390,220,0.37945,0
400,220,0.41658,0
410,220,0.45443,0
420,220,0.49109,0
430,220,0.52462,0
440,220,0.55325,0
450,220,0.57564,0
460,220,0.59105,0
470,220,0.59936,0
480,220,0.60116,0
490,220,0.59754,0
500,220,0.58996,0
510,220,0.57999,0
520,220,0.56907,0
530,220,0.55828,0
540,220,0.54819,0
550,220,0.53878,0
560,220,0.52945,0
570,220,0.51915,0
580,220,0.50656,0
590,220,0.49034,0
600,220,0.46936,0
610,220,0.44285,0
620,220,0.41037,0
630,220,0.37161,0
640,220,0.32635,0
650,220,0.27521,0
660,220,0.22082,0
50,230,0.20715,0
60,230,0.26475,0
70,230,0.31626,0
80,230,0.36116,0
90,230,0.40184,0
100,230,0.44027,0
110,230,0.4765,0
120,230,0.50898,0
130,230,0.53548,0
140,230,0.55384,0
150,230,0.56241,0
160,230,0.56037,0
170,230,0.54778,0
180,230,0.52567,0
190,230,0.49578,0
200,230,0.46038,0
210,230,0.42196,0
220,230,0.38294,0
230,230,0.34542,0
240,230,0.31104,0
250,230,0.28091,0
260,230,0.25561,0
270,230,0.23532,0
280,230,0.21992,0
290,230,0.20916,0
300,230,0.20273,0
310,230,0.20043,0
320,230,0.20213,0
330,230,0.20788,0
340,230,0.21776,0
350,230,0.23192,0
360,230,0.25038,0
370,230,0.27303,0
380,230,0.29945,0
390,230,0.32887,0
400,230,0.36018,0
410,230,0.39199,0
420,230,0.42269,0
430,230,0.45066,0
440,230,0.47447,0
450,230,0.49301,0
460,230,0.50567,0
470,230,0.51241,0
480,230,0.5137,0
490,230,0.51045,0
500,230,0.50384,0
510,230,0.49517,0
520,230,0.48557,0
530,230,0.47593,0
540,230,0.46669,0
550,230,0.45783,0
560,230,0.4489,0
570,230,0.43905,0
580,230,0.42727,0
590,230,0.41251,0
600,230,0.39388,0
610,230,0.37079,0
620,230,0.3429,0
630,230,0.31,0
640,230,0.27197,0
650,230,0.22931,0
660,230,0.18409,0
50,240,0.1657,0
60,240,0.21199,0
70,240,0.25402,0
80,240,0.29134,0
90,240,0.32554,0
100,240,0.35792,0
110,240,0.38839,0
120,240,0.41568,0
130,240,0.43805,0
140,240,0.45381,0
150,240,0.46167,0
160,240,0.46097,0
170,240,0.45177,0
180,240,0.43484,0
190,240,0.41153,0
200,240,0.38363,0
210,240,0.3531,0
220,240,0.32188,0
230,240,0.29165,0
240,240,0.26378,0
250,240,0.23917,0
260,240,0.21838,0
270,240,0.20159,0
280,240,0.18877,0
290,240,0.17973,0
300,240,0.17428,0
310,240,0.17225,0
320,240,0.17355,0
330,240,0.17816,0
340,240,0.18615,0
350,240,0.19756,0
360,240,0.21239,0
370,240,0.23051,0
380,240,0.25155,0
390,240,0.27492,0
400,240,0.29974,0
410,240,0.32492,0
420,240,0.34924,0
430,240,0.37147,0
440,240,0.39051,0
450,240,0.40552,0
460,240,0.41603,0
470,240,0.42197,0
480,240,0.42367,0
490,240,0.42178,0
500,240,0.41715,0
510,240,0.41067,0
520,240,0.40318,0
530,240,0.39529,0
540,240,0.38733,0
550,240,0.37927,0
560,240,0.3708,0
570,240,0.36133,0
580,240,0.35015,0
590,240,0.33656,0
600,240,0.31994,0
610,240,0.2999,0
620,240,0.27626,0
630,240,0.2489,0
640,240,0.21781,0
650,240,0.18338,0
660,240,0.14713,0
